rownames(qlf$table)	logFC	logCPM	F	PValue	q_val
1600015I10Rik	-0.22940748453561896	2.41675585357415	0.2582084172966213	0.6205691597101013	0.7778198941593977
1600020E01Rik	0.1785732640931679	4.732188476466644	0.570055888764377	0.46480451063910244	0.6587637685809744
1600029O15Rik	-0.19003883196765828	1.2307546299183567	0.06942497349379828	0.7966478635621559	0.888545253454575
1700001C02Rik	-7.105495402004302	1.0639851139613719	36.221371961525584	1.2920181375181616e-4	0.002066056826154294
1700001L05Rik	0.8780387126831714	3.684764474127489	4.576505082296924	0.053670495211387344	0.16048540349448395
1700001L19Rik	-4.533454801750743	1.782608373046225	31.343371392116975	1.1661432790139324e-4	0.001911005251549381
1700001O22Rik	0.5750926311757331	2.0888140681303677	1.1464473562463813	0.3053670708822313	0.5131396022674614
1700003E16Rik	-4.2128106333251845	2.750045478876454	32.89789064270269	9.388808757955485e-5	0.0016582707602459748
1700003L19Rik	0.7706347881483653	1.5736387922533488	1.4456231984973367	0.25243078559249565	0.45436395686528525
1700003M07Rik	-0.656075791305624	1.4166625536222777	1.206597108820481	0.29356787019065317	0.5012774084859345
1700003P14Rik	3.5979103656673677	2.845677345891994	33.15514551254688	9.064761729728988e-5	0.0016211309506053092
1700007G11Rik	-0.08000382580638303	2.4675829572619996	0.023680563836673774	0.8802593029305615	0.9368786626930957
1700007L15Rik	0.6247615124806795	1.9007581309462622	1.360792427724512	0.26607060562890356	0.46995635420234905
1700008J07Rik	-0.3375168925223032	2.7733482494312724	0.5267835231064842	0.4818848215723113	0.6724260137756487
1700008O03Rik	0.29220100779533115	1.8691929095234239	0.27482871209506854	0.6096624080832891	0.769937214352157
1700010H22Rik	0.6966019224643409	1.1482730477280991	1.3118747446121353	0.2743951472904813	0.47948118764803976
1700010I14Rik	-1.3236936748431984	2.25063121001668	4.062828624103868	0.06680517075337482	0.18706627072564605
1700012D14Rik	-0.9002769888181058	3.149715519728057	4.994796835378485	0.04521970614685088	0.14326347086229188
1700016L21Rik	2.1318227742021203	4.05399024550844	41.558680267236156	3.183158600900957e-5	7.914489794058288e-4
1700017B05Rik	0.5086920386539119	5.697709574056509	6.573005799254084	0.02483553270785467	0.09355641304789804
1700018F24Rik	-7.348093458588543	1.2700150624858157	40.641415854819506	8.10721738272661e-5	0.001507676311162863
1700019D03Rik	1.1338072977287355	2.853155213754217	6.99707117995058	0.0213748488436498	0.08401120594817066
1700020I14Rik	0.02078856049619352	6.617542962706298	0.01376585818261241	0.9085419227569504	0.9534299985804622
1700021F05Rik	0.5564847519308898	4.675890470267847	5.052548315981198	0.04418264179835937	0.14110514331535629
1700025G04Rik	0.6176283364442633	5.554920602697045	7.951219902983831	0.01547202941338397	0.0666936963544864
1700026D11Rik	1.8532016607904085	2.560523524885946	14.783678605992911	0.002333319486881518	0.01648705880641493
1700028E10Rik	-0.7886278282520849	1.658237999256539	1.583732618915221	0.2321686932277613	0.4317575592815917
1700028J19Rik	-0.8605899860011309	1.6890896787549734	1.9069486622811942	0.1924902671544294	0.38544219993318785
1700028N14Rik	0.11005529094037332	1.150928963102988	0.029477004673304892	0.86654488036484	0.9284233294773359
1700029F12Rik	-2.0628761098441912	2.337798156582542	17.274129574449002	0.001333040591866104	0.010702021793080134
1700029I15Rik	0.32928503934034514	2.4450895639631978	0.4581078275584794	0.5113521175286	0.696424092512098
1700029J07Rik	0.400573982061186	3.707648026164636	1.6142783666685991	0.2279828057445013	0.4272775257538153
1700029N11Rik	1.597476824548687	3.6217028756947247	15.98466989800406	0.0017693637816176611	0.013371804510624564
1700030C10Rik	-0.2663464156628826	3.178246350877404	0.2704720832523143	0.6124794739468133	0.7722806085118629
1700030K09Rik	-0.050873729980479426	4.155589005908685	0.03930543037985069	0.8461653186476048	0.9166910623340266
1700034P13Rik	0.09820537429176386	3.0047747550532313	0.06847585932578502	0.7980085151972425	0.8889613115571529
1700037C18Rik	0.5192795094184142	4.048369966108392	3.0500248598290045	0.10626935543986447	0.2588770617952763
1700037H04Rik	0.4245604812923933	3.617160530439198	1.303825044870888	0.27579907130122566	0.48113941142102085
1700052K11Rik	0.7338172914953284	1.7832501643378356	1.9867725218527053	0.18407644890991848	0.374542197489525
1700055D18Rik	-0.4656964851116308	1.7044457936630464	0.46215463693239023	0.5095268772511742	0.695338754287364
1700056E22Rik	1.0452774714636606	1.6349819989097294	2.4793676154007596	0.14134317863850213	0.3135974651306716
1700061G19Rik	-2.0474544712399987	1.997714864522969	14.400137577443376	0.0025561176469336678	0.0175835621133169
1700066B17Rik	0.8926223333361065	1.818805753634923	2.5302387097977324	0.13768022241024963	0.30795563565902284
1700066B19Rik	0.41106030146026995	2.2160655633900435	0.554344134972682	0.4708846222523264	0.6633785757361149
1700066M21Rik	0.3193468998408944	3.6068472233950644	1.050272803914496	0.32566948817909924	0.5345710979910028
1700086D15Rik	1.0602337062067426	1.5076018846415697	2.9661303005485515	0.11068594761318724	0.2659514066931217
1700086O06Rik	0.8288638438926589	1.3757648481966054	1.6627406427788094	0.2215444684410631	0.419474803399449
1700088E04Rik	0.06610171895574263	2.6654343073826476	0.02344969951134185	0.8808394704223581	0.9372027982634561
1700092C10Rik	0.45431704894505787	2.3096996975710806	0.9214080361995126	0.35605663638106355	0.5632821685293566
1700093K21Rik	3.9783636231994404	0.9258855495622784	24.13853312497854	3.584319428491889e-4	0.004162376214799915
1700095J03Rik	-1.1034704773587587	2.4280404154719943	4.390012306007688	0.05804421572138721	0.16936338304836776
1700096K18Rik	0.43436529245558453	1.8224704131279459	0.6515930690927207	0.43525918791147333	0.6340817795793646
1700108F19Rik	0.47027124034751605	2.3465026003826206	0.9255292946193598	0.3550217378320163	0.5621894268381553
1700109H08Rik	-0.28416359484383746	1.5490957259053673	0.20127195452658245	0.6616934728881936	0.8076233402813618
1700110K17Rik	1.0531128563342123	2.374468595008624	3.759916094322019	0.07638137265498153	0.2063304043673314
1700112D23Rik	2.6249804471327183	2.237172894031005	16.818831598080177	0.0014709179926254653	0.011581627516896405
1700113A16Rik	-0.04360199261452679	2.343930447368141	0.0076370437153133654	0.931803409187822	0.967612491538813
1700119H24Rik	-1.30463034676272	1.471590830647268	4.8074891445849675	0.048790059907711625	0.15104541770414315
1700123L14Rik	1.9319507295114957	1.0251176917915512	2.68321140860954	0.12735881195438598	0.2921186862395062
1700123O20Rik	0.1820226165839776	5.8347665060172	0.8057107287945223	0.38705434337428646	0.5926970783057324
1810006J02Rik	2.2654490707488293	4.821142876721325	29.451236926846885	1.5352103030393687e-4	0.0022888196463452543
1810008B01Rik	0.9652501639030869	1.644218989266361	2.207213163589629	0.16317016522493355	0.34526889564937324
1810009A15Rik	0.7066204512283123	2.0025928064368497	1.7236764601756538	0.21378500775439052	0.41101340177043955
1810010H24Rik	0.9340075601767656	3.4979269263616617	6.744851024578427	0.02335847839838889	0.08952296275275258
1810013L24Rik	-0.07431881338503463	4.616996474321812	0.07450335288362409	0.78953199930218	0.8848001487057917
1810014B01Rik	-0.35080786774020023	2.4391686434139315	0.5925931811047033	0.45631181280675814	0.6518798889187324
1810017P11Rik	0.36577661811404405	2.0244448542642948	0.46432306674398005	0.5085537133276677	0.6945490791663189
1810019D21Rik	0.16184885344926578	4.246595381061928	0.22798687725887862	0.6416035069716647	0.7936088638413002
1810021B22Rik	1.5379240666084928	1.8038077283788598	5.744381292829033	0.03372696959363967	0.1163573115841466
1810022K09Rik	0.5127923606252833	5.027470273035771	4.534732846487425	0.0546146724593883	0.16251220206776903
1810026B05Rik	0.8032804091506722	4.774077161876012	10.6639644802084	0.006762270296019354	0.03614536228436248
1810030O07Rik	0.1703033523046972	6.128316332963219	1.1629303837889553	0.30206847103582024	0.5096481765625629
1810032O08Rik	-0.024345229408098024	3.7232497376576994	0.004544730451214642	0.9473623739292407	0.9748951889483973
1810034E14Rik	0.20076889508984774	2.9311481758168134	0.25189610485319786	0.624828870185023	0.7809376274617885
1810037I17Rik	0.36078173167104066	6.212353416384547	1.9783560025985951	0.1849409212593137	0.3752517055431687
1810041H14Rik	-0.3034311366765471	1.5092687769648325	0.2890098464338187	0.6006880177073604	0.7641310364788979
1810041L15Rik	-0.5650228494825146	2.9769843173217576	1.3454790560505052	0.26863896834887174	0.47277918440688627
1810043G02Rik	0.2840265733417299	4.770161524824485	1.2898505131591322	0.2782598739959368	0.48394215340396296
1810044D09Rik	1.0303637302615303	2.6151957023207517	4.462180953880948	0.05630254112385256	0.1659874182446524
1810046K07Rik	0.4008719907963763	4.933844641853132	2.9190042771602114	0.11326645821339827	0.2697000083421712
1810055G02Rik	-0.5401229675738812	3.7683011982622596	2.7965867417668213	0.1203264439846845	0.2810274412439709
1810058I24Rik	0.46889959659847913	6.004708709550113	5.037657356292584	0.04444729335517103	0.14160823749609922
1810062G17Rik	0.4808941816703943	2.9571659177592973	1.2085500744298951	0.29319553777558166	0.5009112348663491
1810062O18Rik	0.688087781856959	1.565792663134818	1.3720703894528528	0.26420043372600177	0.4680602501893641
1810064F22Rik	-0.4278338200860274	2.954347122907538	1.0631428222484003	0.3228431142346898	0.5314715982881781
1810065E05Rik	-9.697661951886975	3.3821564808266853	105.25029887329515	1.2623338741576445e-6	9.983959041368732e-5
2010003K11Rik	-0.2771732361730071	2.209571673268959	0.23994744394577483	0.6330808729233366	0.787114792858607
2010007H06Rik	0.5162564197524491	4.028620815176236	2.295357246115953	0.1556615945763402	0.3346940281604273
2010016I18Rik	0.3411093737653758	4.854331176900145	1.5276337014161698	0.24012659693096805	0.44066730762563006
2010107E04Rik	0.43310871281833113	5.969168132566297	3.088608651194875	0.10431121983699924	0.25551094507015426
2010109A12Rik	0.24979707109349156	1.490955979027992	0.14267171895587716	0.7122384496043241	0.8386459713534288
2010109I03Rik	-1.090500166463528	3.0406075239941055	7.343300034264931	0.018967316995955254	0.07710880305147058
2010111I01Rik	0.048668295276611984	7.054029231741621	0.07349178106207302	0.790928060957305	0.8855326328120676
2010300C02Rik	-2.2012988772080484	3.056159125569044	27.78638225161452	1.977014456073059e-4	0.002725001947967974
2010315B03Rik	0.4536631332527053	5.049405517997755	3.5864772516593777	0.08261674236578684	0.21780777532798348
2010320M18Rik	-0.21950755946415265	3.41648509140804	0.23871845838045194	0.6339441802233117	0.7877374691275569
2200002D01Rik	-0.15644862610707597	3.822143326161368	0.18512229211403752	0.6746370209361389	0.8156212989185254
2200002J24Rik	0.19442375816381685	3.214196130639627	0.20077073422173572	0.6620855554408149	0.8078971666121267
2210016F16Rik	0.27334573727250777	6.9313899910945835	2.2349435323532174	0.16075932786978375	0.34229868697964827
2210016L21Rik	0.3544492627068155	7.0940930094132995	5.160952550898861	0.042311844635421904	0.1369222340782737
2210407C18Rik	-0.18601907895727612	6.8052365507320856	0.23756385207038772	0.6347577811432747	0.7883440085744001
2210408F21Rik	1.362802206201708	4.2204217697953625	25.41239521150085	2.892001781443637e-4	0.0035425346918177927
2210408I21Rik	0.29020150093979635	3.3599602477479498	0.6633645613332838	0.43124882326845915	0.6309921074723388
2300002M23Rik	-8.845325513487685	2.5869371116694366	83.35884824831132	3.650865818812448e-6	1.960303532767308e-4
2300009A05Rik	-0.1442511212751365	3.7298678865936763	0.2166185197098861	0.6499656466201422	0.7995661149542703
2310001H17Rik	0.025683278727735136	5.273759878790078	0.013414049666001035	0.9097124452381607	0.9543527887582133
2310007B03Rik	-4.692968885658974	3.3499098782665584	97.55793356279415	4.108330067968283e-7	5.2136351894544696e-5
2310009A05Rik	0.3721638440138124	3.757712476604238	1.095622599263959	0.3158643694134918	0.5237159566868401
2310009B15Rik	-0.265146087221971	2.488647217195418	0.26747321856459216	0.6144355972334613	0.7735032368580382
2310011J03Rik	0.15946809568435305	5.298711705054769	0.6406975443231345	0.4390253952890303	0.6371886225875149
2310015A10Rik	-0.2372733452693982	1.9814507632932439	0.20311210726381965	0.6602590666780008	0.8070551907346823
2310022A10Rik	0.3853314494904829	3.945053402111486	1.7299341458919901	0.21300851863913473	0.41041590321542504
2310022B05Rik	0.9387640267384884	4.753266496588627	16.10746409551918	0.001721260873745852	0.013108001285854093
2310030G06Rik	0.2546115943319822	5.9350318183578645	2.1676888307915108	0.16668642711660486	0.3502181183245964
2310033P09Rik	0.03543844431786431	5.222709817913672	0.02676536472290948	0.8727693848270366	0.9321661609411613
2310035C23Rik	0.09572959087103107	6.347948550808463	0.27539952643586746	0.6092954494449434	0.7697717198586442
2310039H08Rik	-0.2924237925861702	3.25169851451568	0.5374318432296304	0.47758276577263914	0.6692487114356338
2310040G24Rik	0.12456453270972452	3.2723300630828196	0.1221246088895154	0.7328003449132083	0.8493651813063147
2310043L19Rik	1.485912164698736	3.0428696865060223	15.407682704299706	0.0020175898366486017	0.014773243001359041
2310057M21Rik	-0.26787425758659883	4.417514496305057	1.013718510495102	0.33389393455927374	0.542402404906683
2310058D17Rik	0.8445819871457829	2.7992605923891865	3.1161895892045197	0.1029386861459798	0.2532832416322859
2310061I04Rik	0.15387796140003732	5.377435225754135	0.263632908092996	0.6169612428798645	0.7753634965284687
2410002F23Rik	-0.528035806614554	6.0245368015017675	10.266679216926574	0.007577843630949311	0.03945104480398717
2410004B18Rik	0.09290081340929085	5.329131382444743	0.17128265598968803	0.6862787024151088	0.8227357207081976
2410004P03Rik	-4.321676601924903	2.147428929175901	31.7307966161099	1.1039944783234815e-4	0.001857122418838323
2410006H16Rik	0.737990100118413	5.557089360571942	7.711025157374763	0.016753523797519498	0.07066236320129002
2410015M20Rik	0.17027850738271585	5.991498419680443	1.024049258104782	0.33153950619414274	0.5401122721867312
2410021H03Rik	-0.689517215484001	1.8933654065185141	1.3855758320729703	0.2619843582195734	0.46590334915214043
2410022M11Rik	1.0483198565652114	1.5147782710963924	1.5724265056749838	0.23374392814257547	0.4338223858810898
2410089E03Rik	0.16270716862668855	5.2901787667034466	0.5447130609177558	0.47467909117016494	0.6663623471859285
2410131K14Rik	-0.003636390704743447	4.936799254267739	2.1118965740438692e-4	0.9886441873499147	0.9947602748701088
2500004C02Rik	0.32592809143990176	2.8897742482955313	0.49159682951023	0.49659394713838223	0.6839883555280384
2510002D24Rik	0.3041520823588566	5.83812739832844	1.9235211065397606	0.19070322078826057	0.38294232116685156
2510009E07Rik	0.11899184597922095	2.563162507436376	0.07627272307656151	0.78711451190175	0.8836516279049865
2510039O18Rik	-0.0389255429165463	4.237127405361973	0.019049379466565028	0.8925150054951212	0.9444940314989397
2610001J05Rik	-0.23124088164526935	4.210347197536013	0.8020571497940535	0.38809892843477545	0.5933892339046595
2610002M06Rik	-0.7320571990645576	4.495615526419549	7.431528182417559	0.018406093495869948	0.07550448955908584
2610005L07Rik	-0.8331322748866911	1.2575639234985543	1.6959988079586663	0.21726434911704434	0.4149864761080501
2610008E11Rik	-0.2718902957810338	4.341862714251499	1.201272070178826	0.29458644467048395	0.5023137452228192
2610011E03Rik	0.8432008678246301	1.730479111406093	2.032051848515766	0.17951391023002497	0.36770450581773656
2610016A17Rik	0.46939423831202826	4.741998851041474	4.190594750385334	0.06320575652953496	0.1802641273039741
2610020C07Rik	-0.17035870796676603	1.4833112427877948	0.06925618184985227	0.7968891096469152	0.888545253454575
2610021A01Rik	-0.25714574278338653	3.3984687813634964	0.5574265099752419	0.4696811693354067	0.6622124601517693
2610028D06Rik	-0.5492651729419115	1.4660418994266682	0.7383702804282883	0.40702943742282793	0.610876551940264
2610028H24Rik	-3.331892680979322	1.1883653385353767	14.467447097232386	0.002515272206405508	0.017385517651507875
2610035D17Rik	0.6236992646890274	4.047948146700949	5.369216116725546	0.03897676071152968	0.1289443910671523
2610037D02Rik	0.3001130620587832	1.3259741840693973	0.21838329161123818	0.6486500626168503	0.7985050398332374
2610044O15Rik8	0.19847455167260028	3.824356919661376	0.47192938144464397	0.5051665683006173	0.6917694469054466
2610203C20Rik	-0.6707833100090308	2.2656534514010653	1.4547166588267935	0.2510252756531129	0.4532217420976127
2610206C17Rik	-0.5951543630004775	1.6559199733958918	1.001888221922228	0.33661994871569534	0.5453136756603112
2610301B20Rik	-0.5743084719314515	4.642165145346015	6.126825058299251	0.02921984780979326	0.10498628444094009
2610306M01Rik	0.49293912577173077	2.9678814979930985	1.2198259652976127	0.2910586080446885	0.4986028833059281
2610307P16Rik	-0.0020612386347667096	3.8701325747185034	3.70800747656024e-5	0.9952415462838415	0.9975683463099064
2610507B11Rik	-0.2078098295312662	6.441735946616546	1.1508670159940197	0.3044776494111863	0.5122419082203467
2610507I01Rik	1.166950329159107	5.438799497991477	21.386326014162833	5.862986922243451e-4	0.005931580237806511
2610524H06Rik	-1.0384758259411402	2.518005989515448	4.745036700879488	0.05005504508383523	0.15334041652829714
2610528A11Rik	0.2384477606852672	5.1975218424065694	0.5508853937933746	0.472241306076538	0.6644637074944229
2610528J11Rik	-0.07144162230498684	1.8401106829657705	0.019258418829445845	0.8919309324150262	0.9440648816240449
2700033N17Rik	-0.09035567169519762	1.5322710683664138	0.016526776112498275	0.8998390058603363	0.9480335944798142
2700038G22Rik	-0.5330751031996833	2.3675569528701064	1.0534783949484894	0.32496220267104436	0.5335757603737477
2700046G09Rik	-0.5228312222281254	1.4905981482417643	0.5356328239202526	0.47830491711472956	0.6699056065858163
2700049A03Rik	-0.32017172488502676	4.926365283541629	1.764127540499071	0.20883026451600567	0.4056667261838596
2700062C07Rik	-0.008000362772209512	3.9141619872174043	6.608888289212631e-4	0.979913196068444	0.991042902813827
2700081O15Rik	-0.1258478348699099	3.447225410641324	0.12524852635528821	0.7295534531740826	0.8475215252801518
2700097O09Rik	0.2402806010340479	4.069291360334886	0.609624122767744	0.4500649000956536	0.6467800133305225
2700099C18Rik	-0.5798180492876707	2.466340756396909	1.1238917611668409	0.30996377545906945	0.5179559012016453
2810001G20Rik	-0.5596088325696194	2.8980839175061974	2.15465805075799	0.1678668274043899	0.35177235703673065
2810002D19Rik	0.3561061224988467	3.510941858599213	1.1089704540715082	0.3130586065148913	0.5208777716746089
2810004N23Rik	-0.15167568097386164	4.917441781450544	0.5464919847015192	0.47397428804748376	0.6658979834644615
2810006K23Rik	0.5081361885974388	4.783342609890506	5.748330343066014	0.033676365885744644	0.11623328808650289
2810013P06Rik	-0.016827059632179273	5.127094972123736	0.005631306229903125	0.9414183391702873	0.9721261140140959
2810021J22Rik	0.3420412845406074	3.2118349939870194	0.726778689710091	0.4106295024192548	0.6136425621174412
2810025M15Rik	0.5340699735952481	5.356185458428072	7.608374119839088	0.0173392244312925	0.07232503737933024
2810032G03Rik	1.2416089084874717	2.4681316335835732	3.478176024329874	0.08682601497095128	0.2250156960438164
2810039B14Rik	0.3760448019742492	3.120492067988535	0.9792855685247444	0.3419188166976699	0.5500870374518395
2810402E24Rik	0.17579554507432943	3.07927168446843	0.22896265774105018	0.6408979074286851	0.7932711848892972
2810403A07Rik	0.33099507528923405	6.802115228932423	4.067089806796685	0.06668119051237387	0.1867850476951769
2810403D21Rik	0.5045842459290033	2.3869849284313993	1.0086407857740198	0.33506004557990765	0.5435971511640612
2810404M03Rik	2.2128708433725026	2.1213353119042693	15.698425475581594	0.0018877415047108916	0.014065403235898956
2810405F17Rik	0.8012042548710288	1.541417812733044	1.5690890967381925	0.23421163314818866	0.43428394349850574
2810408A11Rik	0.9978645890605223	3.5929502181223563	7.982426495510678	0.015314181736844679	0.06624730430639955
2810408I11Rik	0.058192971440613625	1.9320682710987818	0.011671148362153536	0.9157555941676754	0.9580149506994042
2810428J06Rik	-0.0018610513073109656	1.024058891421118	3.2854938389583805e-6	0.9985835588753456	0.9992444917375278
2810430I11Rik	-0.9760022720969409	1.960086760252679	3.2775796841118625	0.09533783100828302	0.2403210557674461
2810454H06Rik	-0.2712065698108581	2.0135470687909423	0.2786318469230935	0.6072267098324657	0.7680532731442528
2810468N07Rik	1.3039843633932644	3.905689626555276	18.21417411594383	0.001093439251230579	0.009288590471578472
2810474O19Rik	-0.5204354177084114	7.538059670191552	12.885892250510127	0.0037181623221222465	0.023117755321312213
2900005J15Rik	0.7161261435806534	2.13516029723835	2.1501408120905356	0.1682785106093466	0.35239630545162576
2900026A02Rik	0.22503159696028785	6.835484370165947	2.0502682469704157	0.17771936437097752	0.36531842387155844
2900052N01Rik	-0.15996398839856485	2.531704935795132	0.10461767299669045	0.7519267957262148	0.8614628600754691
2900076A07Rik	0.08109756909732119	2.404346460549374	0.03155772672753694	0.8619665891689237	0.9254699376979334
2900093K20Rik	1.2521117018676935	1.3059633088027778	3.0606153969288172	0.10572740378105919	0.2581030788210129
2900097C17Rik	0.08723266363445978	4.835067149212103	0.1349582798266219	0.7197456130158439	0.8432080675831877
3000002C10Rik	0.916815942947632	2.140215436939146	3.402021335597758	0.08994336943829866	0.23094394130782317
3100003L05Rik	0.6744661877979148	1.468957291317857	1.4291992487226561	0.254996354031687	0.457579995928128
3110001I22Rik	-0.18546108720164473	2.683428910275706	0.15456630107767774	0.7011075684700854	0.8312780744929341
3110002H16Rik	0.3454806760381913	6.337983460409623	5.231797589612714	0.04114037992335175	0.13411628580438323
3110009E18Rik	-1.088295525045698	1.2701249867117597	2.404672526915774	0.1469464253345204	0.3221408437094386
3110040N11Rik	0.05475027348078032	5.1493424569224615	0.05332072475389943	0.8212743854531512	0.9020934616529932
3110043O21Rik	-0.022303366752682675	6.9943448668700485	0.02454098415231523	0.8781222034686639	0.9356295347678275
3110056K07Rik	-0.061041382846199345	3.2665587438961285	0.030602194771166276	0.864049086363397	0.9269230173113251
3110062M04Rik	0.08106175653078584	2.7533496252515413	0.032422379336939824	0.8601100799768119	0.9244478757823813
3110080O07Rik	-0.40493046703930036	1.370567957783373	0.2497303418469224	0.6263059695659061	0.781944957638657
3110082I17Rik	-1.040801828098712	2.5654724619379308	5.302034360942194	0.040017067062499426	0.13134507237997692
3222401L13Rik	0.9363303858552341	2.2015031214905285	3.0924445019937217	0.10411898928755835	0.25523713909265
3425401B19Rik	-0.04916500794970748	2.631489901499883	0.0103757842069804	0.9205495971991714	0.9608289419904236
3830406C13Rik	0.37991348531429897	6.912873198041141	5.610564983059041	0.03549656377868857	0.1204968951896719
4430402I18Rik	-0.3618164794534022	1.501784283417917	0.36158426158915064	0.5588212880165845	0.7344918462015975
4631405J19Rik	-1.545530661809664	1.941519196750103	8.467128368039873	0.013090701895912353	0.05901045870271601
