rownames(qlf$table)	logFC	logCPM	F	PValue	q_val
Xkr4	0.5752477269564746	4.628464157957666	38.328514363064706	7.118373382749848e-5	2.0039862444944128e-4
Rp1	-2.1229157920772788	0.5861635470253491	27.162862577936387	2.9920274465265485e-4	6.995847971858345e-4
Sox17	-4.997144121652079	-0.918902302935157	50.15614214200793	2.1564596971696776e-5	7.253866061278753e-5
Mrpl15	-0.1544892201318615	4.855354189670827	3.0305557415051356	0.10985981240803913	0.14197621160643384
Lypla1	-0.08887423111242881	5.884111372767737	1.8223776669197667	0.2044325142559979	0.24861458712731385
Tcea1	0.37028817684040394	4.188097451103138	12.605737987129718	0.0046212276908114145	0.008021019779842709
Rgs20	1.0742567768227587	4.988770685437163	185.94867939817175	3.4760020432499173e-8	4.183375221701165e-7
Atp6v1h	0.15441336091037502	7.007146470519758	5.859515083369909	0.034182945870827694	0.04919481267707021
Oprk1	-4.097285807087262	-0.4401033192778995	46.88578895195608	2.9248766752412388e-5	9.352147026038406e-5
Npbwr1	-0.19326102324868757	1.984828701487371	1.142913223454731	0.30817140649027436	0.3586507564057764
Rb1cc1	0.011917674480909225	5.906382445475532	0.0317570871275045	0.8618349456862655	0.8830084978769788
St18	-0.6540060547365153	2.920873896271312	19.630622810079515	0.0010363857142577535	0.0020937563776611576
Pcmtd1	0.5574897098752728	6.306361644967503	51.82550002944284	1.8575301332023557e-5	6.396742292070759e-5
Sntg1	0.8382096001661152	2.0645707929595973	19.857755542606363	9.937744655365286e-4	0.0020173059320766082
Rrs1	-0.17269262153610956	4.293350778274151	3.473823548269815	0.08952248106292995	0.11784353834344263
Adhfe1	0.06399425101204284	1.4047422970004477	0.11053998306887595	0.7458447119905398	0.7791818377122517
2610203C22Rik	0.31016633951427247	-0.7150206923926519	0.7167113496575334	0.4154487516456774	0.46664434893115125
3110035E14Rik	-1.3700908519596056	0.6985889275733947	31.28230778866739	1.6835540195005215e-4	4.224363912099875e-4
Mybl1	-0.8844742091263608	2.6211304007886467	32.30494775658899	1.472786003985778e-4	3.761106737576451e-4
Vcpip1	0.21267384417604243	5.962848923977416	9.486228072892423	0.010592414104335111	0.0170400503595918
1700034P13Rik	1.3486694035968263	-0.4351830552838925	12.946983823840894	0.004252144137268196	0.0074444614056059615
Sgk3	0.38728557245072076	7.370230069267343	20.884399904643445	8.252922478471644e-4	0.0017063027557428338
6030422M02Rik	0.23142087678713757	0.6401406850151808	0.6172704346073948	0.4488271693770869	0.4995702398668493
Snhg6	-0.046537463568584986	4.591791187528042	0.24652202203771287	0.6294084682671871	0.6715668575922762
Ppp1r42	-0.6043053113723887	0.6303340431802942	6.526807341542516	0.026961456790771658	0.03971983131881721
Cops5	-0.0952223045903128	6.20659075980496	1.8305846994153565	0.20349063195407718	0.24761518246697034
Cspp1	0.2885473408863883	5.612799860509184	15.609694722279245	0.002315013763763825	0.004307833693766075
Arfgef1	0.16422621544329152	8.193938941875915	7.300692686258507	0.02075588353520794	0.0313492053915837
Prex2	-0.10008713820812978	3.2513923944018273	0.6089755529254822	0.4518095816632821	0.5024679221254383
A830018L16Rik	1.1866311559911207	4.120331889345677	147.78148668679586	1.1302499954647156e-7	1.0196117032349783e-6
Sulf1	0.30891913241435554	5.36565368501297	14.734948379055577	0.002805434715428937	0.005115273870006898
Slco5a1	1.0990508489448305	9.1444308888878	230.80134540401835	1.1320853653561537e-8	1.8380787585546368e-7
Prdm14	-2.3952484403370957	2.6011482472363783	206.91205414218138	1.9991046431391327e-8	2.791526257891349e-7
Ncoa2	0.9206716620942407	7.886829155181827	179.91112922119638	4.1215122613196434e-8	4.759615715343494e-7
Tram1	0.11262050532521112	6.403705430817363	2.4707357344127687	0.14457715074345479	0.18149650027038045
Lactb2	0.36001895568119713	3.9603217342539607	12.027357953594642	0.005337850232088527	0.009141733537015402
Xkr9	0.9661201795992387	4.503099611357252	108.2311555363489	5.437051771723059e-7	3.499854553577403e-6
Gm5523	0.2295156831743915	-0.0021977821436390817	0.4579402373488468	0.5127114634458831	0.5614433672180399
Eya1	0.4632811929769908	5.98892567505218	43.76236299712153	3.9798862070712335e-5	1.215388102640211e-4
Msc	0.656921501769353	6.89351134140478	86.70103384848571	1.624307838304139e-6	8.427147012370201e-6
Trpa1	-3.1496623226398235	3.0270745736349736	398.57518776148663	6.371253619412394e-10	2.332105023058288e-8
Kcnb2	-1.7599084667133438	0.7320209524855393	41.85245494266423	4.848094997366704e-5	1.439995950082127e-4
Terf1	-0.41332965156927615	3.7093616800838562	14.317141690515074	0.0030828315099413646	0.005570254204424222
Gm106	-2.9154358309790918	-0.8076494494147959	34.2039301710799	1.1586245491705895e-4	3.0590061720739506e-4
4930444P10Rik	-7.712641776380596	-0.7889389793301195	58.010274414690365	1.9288672537123257e-5	6.609290711667899e-5
Rpl7	0.17130258683162033	7.195156769597776	4.630876413677697	0.05471573039095139	0.0755067314541401
Rdh10	0.48281994125630306	5.628168352111454	50.205215824419135	2.1468941901738447e-5	7.229552237569626e-5
Stau2	0.9687454580699906	5.780474463152024	211.82078631469025	1.769871220973806e-8	2.5481202574733815e-7
Ube2w	0.20207325361873751	5.137056627799209	6.446110839933297	0.027729605512883154	0.040751189349705855
Tceb1	-0.1603603341160458	5.639598160738088	4.532692693549422	0.056933229876998476	0.07826421333758057
D030040B21Rik	0.9274497219319386	-0.6718542627134751	4.036624978879748	0.06997457945744011	0.09430560970015785
Tmem70	0.03732899858312243	5.905237511678517	0.31398065146835175	0.5865947609284432	0.631953185493443
