gene	SRR2038194	SRR2038195	SRR2038196	SRR2038197
Clca3	634	1713	169	202
Clca5	187	273	196	82
Odf2l	438	697	529	349
Col24a1	91	209	3	2
Znhit6	294	487	330	233
Cyr61	2205	992	2012	337
Ddah1	360	546	299	184
Bcl10	4301	4676	7668	3301
2410004B18Rik	473	614	752	330
Syde2	663	726	1092	420
Wdr63	76	180	101	51
Mcoln3	65	116	32	24
Mcoln2	155	161	12	6
Lpar3	151	183	77	43
Gm10636	6	11	0	3
Ssx2ip	1219	2391	851	644
Ctbs	83	128	82	48
Spata1	37	60	55	33
Gng5	514	680	698	393
Rpf1	630	804	950	480
Dnase2b	17	28	0	0
Uox	189	267	3	4
Gm16325	19	32	0	0
4930503B20Rik	2	0	0	0
Prkacb	880	1247	1055	618
Ttll7	44	43	2	2
Lphn2	1236	1805	1975	1041
Gm1653	7	21	8	6
Eltd1	13	7	19	0
Ifi44	317	642	94	49
H28	7	7	0	0
Ptgfr	6	8	1	0
Gipc2	626	1353	515	448
Dnajb4	501	524	325	158
Fubp1	2879	4305	3550	2161
Nexn	54	69	13	4
Fam73a	511	747	767	474
Usp33	1564	2130	2233	1304
Zzz3	1598	2349	2525	1409
Ak5	155	197	249	145
AI115009	10	6	3	1
Pigk	1075	1586	1376	851
St6galnac5	13	15	2	0
St6galnac3	115	201	646	423
5730460C07Rik	175	286	655	445
Asb17	55	76	119	87
2510003D18Rik	5	16	3	2
Msh4	101	120	27	11
Rabggtb	1630	2092	2332	1248
Snord45b	9	13	7	5
Snord45c	0	0	0	0
Acadm	825	1340	926	531
Slc44a5	81	88	0	2
Lhx8	11	39	5	0
AI606473	7	26	0	3
Tyw3	50	88	21	29
Cryz	168	247	200	114
4922501L14Rik	57	60	19	11
Tnni3k	35	63	1	1
Fpgt	297	594	536	384
Lrriq3	40	51	79	42
9330178D15Rik	3	1	0	0
4930570G19Rik	3	4	0	0
Negr1	52	66	6	19
Zranb2	1312	1727	1761	923
Mir186	0	0	4	1
Ptger3	1221	1599	3007	1632
Cth	455	538	157	115
Ankrd13c	1531	2074	2060	1087
Srsf11	2756	3413	3373	1791
Lrrc40	451	647	558	324
Lrrc7	94	118	127	70
LOC624759	1	1	0	0
Depdc1a	31	41	38	26
Rpe65	15	21	0	0
Wls	1781	2963	1572	975
Vmn1r2	0	0	0	0
Vmn1r3	0	0	0	0
Tmem68	455	683	643	386
Tgs1	401	695	566	359
2210414B05Rik	3	5	36	17
Lyn	586	994	1102	735
6330407A03Rik	0	1	4	0
Rps20	3576	4071	5705	2803
Mos	5	17	0	1
Plag1	201	257	305	128
Chchd7	418	608	547	299
Sdr16c5	13	31	5	1
Sdr16c6	51	111	40	70
Penk	593	972	47	64
Impad1	1235	1651	1377	652
4930423M02Rik	3	4	0	0
Fam110b	124	189	375	239
Ubxn2b	291	493	403	277
Cyp7a1	13	16	0	0
Sdcbp	2163	2416	2892	1390
Nsmaf	1419	2338	1723	1114
Tox	495	597	1079	504
8430436N08Rik	0	1	0	0
Car8	263	493	99	81
Rab2a	2592	3265	3353	1804
Chd7	1015	927	1248	539
Clvs1	13	31	2	0
Asph	755	1286	505	311
4930412C18Rik	1	8	2	0
Gdf6	140	209	13	5
4930448K20Rik	0	2	1	0
1700123O12Rik	6	6	1	1
2610301B20Rik	364	533	513	302
Plekhf2	862	1055	1073	525
2310030N02Rik	98	116	106	55
Mir684-2	0	0	0	0
Trp53inp1	3695	3491	4473	1621
Ccne2	80	140	62	46
Ints8	736	1202	930	561
Dpy19l4	426	611	558	303
Esrp1	4983	7339	7000	4278
1110037F02Rik	2198	2995	3007	1695
Rad54b	291	405	417	238
Fsbp	22	44	63	29
Gem	7655	5189	9563	2647
Cdh17	2297	5196	5882	4216
Pdp1	429	491	607	303
1700123M08Rik	20	24	18	19
Tmem67	506	730	825	367
C430048L16Rik	98	329	171	182
Rbm12b	53	202	86	102
Fam92a	439	502	531	314
Gm11818	41	60	51	43
Runx1t1	101	119	174	78
Slc26a7	59	98	5	4
Lrrc69	7	7	1	2
Otud6b	538	755	728	398
Tmem55a	499	845	663	461
Gm11837	22	32	4	5
Necab1	121	192	2	1
Tmem64	1175	1971	800	423
Calb1	379	727	317	189
Decr1	631	897	717	515
Nbn	685	988	908	508
Osgin2	231	410	253	162
Ripk2	707	1060	1052	666
A530072M11Rik	19	48	49	34
Mmp16	24	41	3	0
Cngb3	18	23	0	2
Cpne3	653	1026	1040	680
Fam82b	170	228	178	112
Wwp1	638	749	945	439
Slc7a13	6	7	3	0
Atp6v0d2	63	132	22	10
4930480G23Rik	1	2	0	0
Ttpa	11	10	1	1
Ggh	835	1179	1805	1129
Nkain3	2	2	0	0
Prdm13	25	40	1	1
Ccnc	511	656	664	332
2610029I01Rik	144	251	139	108
Usp45	431	716	516	340
4930528A17Rik	21	20	32	16
Sfrs18	2209	4308	3162	2357
Coq3	465	805	751	550
6230409E13Rik	1159	1898	2800	1776
Fbxl4	406	650	640	397
Pou3f2	7	29	3	0
Mms22l	298	519	405	285
Klhl32	143	183	414	226
Ndufaf4	286	438	313	195
Gpr63	91	173	166	127
Fhl5	18	12	0	0
1810074P20Rik	745	1283	1159	748
Fut9	32	64	43	25
Manea	803	1009	1262	524
4930548K13Rik	0	1	0	0
Epha7	72	152	36	37
4930556G01Rik	1	1	0	0
Map3k7	2053	3045	3374	1942
Bach2	215	295	702	411
BC024582	10	13	5	5
Gja10	36	49	15	8
Casp8ap2	527	785	740	483
Mdn1	2474	3644	2361	1393
Lyrm2	326	635	517	384
Ankrd6	163	275	122	70
Rragd	1719	1997	1663	752
4933421O10Rik	185	254	357	192
Ube2j1	2490	2849	4313	1918
Gabrr2	52	115	23	8
Gabrr1	90	161	23	12
Pm20d2	60	118	60	37
Srsf12	51	39	46	25
Pnrc1	5947	5852	8672	3454
Rngtt	596	838	854	507
Cnr1	29	21	7	5
Spaca1	3	6	5	1
Akirin2	1568	2367	2170	1288
Orc3	1025	1371	1420	826
Rars2	423	694	487	336
Slc35a1	389	620	390	318
1700003M02Rik	94	165	21	8
Gm136	23	40	0	0
1810030N24Rik	256	304	373	226
Zfp292	1861	2618	2993	1630
Cga	394	558	69	30
2410114N07Rik	1	2	0	2
Mob3b	150	267	183	131
Ifnk	0	3	0	0
3110043O21Rik	3259	3894	4460	2057
Lingo2	68	82	29	18
Mir876	0	0	0	0
Mir873	0	0	0	0
1700009N14Rik	0	1	3	1
Aco1	3095	4793	4456	2847
Ddx58	669	989	456	249
Topors	1227	1508	1345	718
2010003O02Rik	26	49	41	38
Ndufb6	997	1230	1334	684
4930509K18Rik	3	0	0	0
Tmem215	16	24	6	2
4933428C19Rik	1	9	0	0
Aptx	695	1041	1026	658
Dnaja1	1472	2547	1567	960
Mir207	1	3	1	1
Smu1	1949	2558	2902	1676
B4galt1	1273	1742	1453	800
Mir5123	1	0	0	0
Spink4	172	314	58	60
Bag1	2112	3337	3016	1914
Chmp5	2290	3569	3581	2208
Nfx1	1308	2073	1924	1215
Mir3094	0	0	0	0
Aqp7	127	382	64	119
Aqp3	2438	4526	489	457
Nol6	3148	4503	3227	1883
Ube2r2	2281	3273	3632	1997
Ubap2	4626	6225	7101	3938
Dcaf12	1216	2084	1313	877
Ubap1	1182	1526	1729	915
Kif24	404	673	273	155
Nudt2	279	384	332	208
AI464131	170	354	114	65
1110017D15Rik	80	94	27	10
1700066J24Rik	167	336	218	153
2310028H24Rik	921	1449	1331	690
Dnaic1	272	375	22	27
Enho	924	981	2174	1069
Cntfr	367	473	253	148
2810432D09Rik	276	348	336	218
Dctn3	2234	2582	3404	1675
Arid3c	50	56	0	3
Sigmar1	454	756	535	339
Galt	1449	1941	2124	1196
Il11ra1	3378	4931	5503	3449
Ccl27a	364	765	344	230
Gm3893	0	0	0	0
Ccl21c	0	0	0	0
Gm13304	0	0	0	0
Gm10591	0	0	0	0
Ccl21b	0	0	0	0
Gm13308	0	0	0	0
Gm13298	0	0	0	0
4933409K07Rik	0	2	2	0
Gm2506	0	0	0	0
Ccl27b	0	0	0	0
Gm13306	0	0	0	0
Il11ra2	0	0	0	0
Gm2002	0	0	0	0
Gm13305	0	0	0	0
Ccl19	3697	5560	5734	3570
Ccl21a	0	0	0	0
Gm1987	0	0	0	0
BC049635	70	122	23	32
N28178	1016	1611	994	702
Dnajb5	469	606	513	307
1700022I11Rik	30	54	6	3
Vcp	2169	2788	2987	1509
Fancg	232	454	350	276
Pigo	1053	1538	1358	874
Stoml2	696	965	1033	562
B230312A22Rik	634	992	642	412
Unc13b	627	1095	343	208
Atp8b5	67	122	25	18
Rusc2	95	178	99	43
Fam166b	8	18	3	2
Tesk1	823	1263	1040	599
Cd72	860	1153	1202	684
Sit1	48	37	78	14
Rmrp	12	8	17	7
Ccdc107	282	388	421	241
E130306D19Rik	101	249	130	121
Car9	139	246	121	80
Tpm2	3489	3903	4492	2579
Tln1	5112	7438	7026	4324
Creb3	923	1324	1354	823
Gba2	795	1332	1180	751
Rgp1	1271	2219	1631	1159
Msmp	0	0	0	0
Npr2	111	175	33	17
Spag8	13	29	2	4
Hint2	194	321	273	166
4930412F15Rik	7	12	1	2
Tmem8b	204	290	203	121
Olfr70	3	5	1	0
Olfr71	6	5	0	0
Hrct1	9	17	0	1
5430416O09Rik	13	24	2	0
A630077J23Rik	2	6	1	2
Olfr159	0	2	1	0
Olfr29-ps1	1	4	1	0
Olfr156	7	11	5	8
Olfr157	23	38	56	39
Olfr155	7	17	13	15
Reck	314	276	357	150
Glipr2	4554	5552	5725	2726
Ccin	46	35	45	14
Clta	4942	6119	6384	3179
Gne	969	1662	891	588
Gm12504	43	44	27	15
Rnf38	2102	2923	3067	1681
Mir5106	0	0	0	0
Melk	1318	1845	1474	982
Pax5	72	93	147	61
Zcchc7	938	1351	1621	823
Grhpr	320	493	651	330
Zbtb5	460	1038	648	607
Polr1e	295	444	316	198
Fbxo10	798	1507	1293	877
Tomm5	262	302	336	161
Frmpd1	265	386	127	62
2900093L17Rik	0	0	1	0
Rg9mtd3	198	276	227	176
Exosc3	454	658	780	411
Dcaf10	833	1255	1620	797
Mcart1	2872	4913	5984	4209
Shb	2358	3106	4651	2159
Gm829	4	13	7	4
Gm12409	5	7	11	4
Aldh1b1	415	912	563	527
Igfbpl1	177	197	83	32
1300002K09Rik	105	184	48	32
E230008N13Rik	109	226	14	9
Tdrd7	1856	3241	1407	967
Tmod1	163	207	264	123
Tstd2	434	826	612	507
Ncbp1	1458	1947	1824	1096
Xpa	330	467	539	355
Foxe1	29	25	7	3
5830415F09Rik	132	204	174	134
Hemgn	186	199	6	4
Anp32b	2316	3207	2602	1712
Nans	3591	4917	5233	2966
Trim14	87	201	99	61
Coro2a	469	842	528	359
Tbc1d2	242	376	168	122
Gabbr2	280	375	94	50
Anks6	268	409	286	163
Galnt12	869	1536	1046	695
Col15a1	1484	2198	706	344
Tgfbr1	1224	1458	2363	1172
Alg2	1067	2080	2461	1682
Sec61b	1170	1546	2115	1159
Nr4a3	399	314	221	54
Stx17	473	784	489	422
Erp44	1575	2306	2202	1259
Invs	361	617	419	302
Tex10	769	881	1043	416
5730528L13Rik	203	297	259	145
Tmeff1	250	328	238	132
Murc	14	31	9	4
E130309F12Rik	114	167	127	66
Acnat2	5	8	0	0
Acnat1	102	327	79	87
Baat	103	178	84	46
Mrpl50	635	909	759	479
Zfp189	170	257	241	150
Aldob	1234	2411	99	225
2810432L12Rik	1126	1678	1551	1038
Rnf20	2060	2794	2852	1573
Grin3a	37	77	5	7
Ppp3r2	17	20	0	0
Cylc2	1	0	0	0
C630028M04Rik	1	0	0	0
2700081L22Rik	3	2	2	4
Smc2	1450	1661	1371	848
4930547C10Rik	9	11	3	0
4930552N02Rik	0	1	0	0
Olfr275	0	0	0	0
Olfr273	0	0	0	0
Olfr272	5	11	0	0
Olfr270	2	1	0	0
Nipsnap3a	2	3	0	0
Nipsnap3b	641	877	899	494
Abca1	1571	2057	1587	998
4930522O17Rik	0	0	0	0
AI427809	33	74	53	70
Slc44a1	2054	3317	2269	1343
Fsd1l	570	620	806	386
Fktn	446	554	624	349
Tal2	82	136	87	46
Tmem38b	154	218	233	141
Zfp462	1439	2454	1977	1233
Rad23b	4967	6306	7781	3677
Gm12505	6	22	3	6
Klf4	3850	3290	3161	961
Actl7b	3	2	0	0
Actl7a	2	1	0	0
Ikbkap	914	1137	1019	620
BC026590	444	711	509	324
Ctnnal1	1662	1888	2762	1547
D730040F13Rik	874	1016	1086	483
Mir32	1	0	0	0
6430704M03Rik	36	67	9	3
Epb4.1l4b	6275	9388	15211	9414
Gm12530	164	274	402	208
Ptpn3	1987	2640	2598	1445
1700042G15Rik	36	45	0	1
Palm2	112	269	129	165
Akap2	17547	27305	33207	17413
D630039A03Rik	187	218	242	144
Txn1	13463	18052	22303	11744
Txndc8	1	0	0	0
Svep1	117	205	7	5
Musk	157	227	353	154
Lpar1	392	505	488	295
Mir3095	0	0	0	0
Olfr267	0	1	0	0
AI314180	3945	5579	5929	3415
Zkscan16	13	10	3	4
Ptgr1	467	743	54	18
Dnajc25	127	193	151	86
Gng10	308	449	429	181
Ugcg	1192	1277	1845	797
Susd1	36	72	19	6
Rod1	2657	3423	3393	1538
Hsdl2	683	952	813	485
E130308A19Rik	168	246	149	73
1110054O05Rik	461	771	652	503
Snx30	996	2162	2626	2172
Slc46a2	1227	2111	1149	880
Mup4	64	123	1	0
Mup6	95	156	1	0
Mup7	3	5	0	0
Mup15	0	0	0	0
Mup2	0	0	0	0
Mup8	5	13	0	0
Mup9	0	0	0	0
Mup1	1	3	0	0
Mup10	0	3	0	0
Mup11	0	0	0	0
Gm2083	0	0	0	0
Mup12	1	1	0	0
Mup13	1	0	0	0
Mup14	1	0	0	0
Mup16	0	0	0	0
Mup17	0	0	0	0
LOC100048884	0	0	0	0
Mup19	0	0	0	0
Mup5	13	24	0	0
Mup20	30	55	0	0
Mup3	16	14	0	0
Mup21	0	4	0	0
Zfp37	100	160	99	57
Slc31a2	1382	2660	3162	2353
Fkbp15	2519	4035	4557	3062
Slc31a1	1141	1796	1379	905
Cdc26	246	402	403	282
Prpf4	1116	1602	2035	1283
Rnf183	1963	3040	3202	2020
Wdr31	806	957	1603	833
Bspry	9860	12417	20694	10476
Hdhd3	299	526	386	253
Alad	949	1461	1785	1182
Pole3	433	572	559	341
4933430I17Rik	77	94	47	8
Rgs3	406	570	507	339
Zfp618	213	257	147	63
Ambp	274	494	12	8
Kif12	311	747	10	23
Col27a1	3704	5761	2417	1297
Mir455	0	1	1	0
Orm1	376	692	173	131
Orm3	53	92	41	17
Orm2	104	167	17	8
Akna	1593	1722	3225	1287
Whrn	1934	2508	3352	2039
Atp6v1g1	605	939	937	617
6330416G13Rik	329	541	384	306
Gm11213	1	2	1	3
1700018C11Rik	21	22	0	0
Tnfsf15	819	655	961	223
Tnfsf8	92	153	7	2
Tnc	41319	67699	95376	58552
Pappa	1211	1520	891	373
Astn2	158	193	9	11
Trim32	197	365	242	182
Tlr4	73	153	53	43
Dbc1	467	623	1071	540
Cdk5rap2	1598	2187	1820	1070
Megf9	3078	3547	6843	2735
Tle1	1512	2236	2863	1562
C630043F03Rik	74	127	105	99
Aldoart1	4	16	6	11
Gm11487	3	4	0	0
LOC100502924	0	0	0	0
Gm428	0	0	0	0
Rasef	2009	2182	5126	2215
Gm11240	20	27	63	48
Gm13871	0	0	0	0
Gm11757	0	0	0	0
Gm11758	0	0	0	0
Gm11756	0	0	0	0
2310002L09Rik	2	1	5	10
Frmd3	45	57	94	62
Kdm4c	1013	1377	1692	909
3110001D03Rik	462	684	717	390
Ptprd	426	560	347	160
Tyrp1	62	55	3	0
D4Bwg0951e	984	1262	1131	542
Mpdz	224	349	168	93
Mir466h	0	0	0	0
Gm5860	0	2	0	0
Nfib	457	481	449	200
Zdhhc21	1350	2045	1729	1001
Cer1	2	4	0	0
Frem1	39	87	3	6
Ttc39b	461	634	520	290
Gm11413	36	61	47	24
Snapc3	279	427	348	213
Psip1	2036	2676	2660	1560
4930473A06Rik	366	483	337	142
Bnc2	40	69	27	12
Cntln	469	531	481	311
Sh3gl2	130	200	37	29
Adamtsl1	378	508	549	283
Fam154a	85	115	54	21
Rraga	1773	2444	2272	1224
Haus6	307	421	461	216
Scarna8	1	0	1	1
Plin2	938	1495	1180	943
Dennd4c	864	1246	1162	701
Rps6	148	158	191	92
Acer2	130	241	43	22
Slc24a2	32	42	3	2
Mllt3	74	110	79	10
BC057079	435	598	216	151
Mir491	0	1	0	0
Ptplad2	14	12	1	1
Ifnb1	44	78	8	1
Gm12597	0	1	0	0
Ifna14	1	0	0	0
Ifna9	1	3	0	0
Ifna12	5	4	0	0
C87499	18	24	1	0
Ifna13	2	2	0	0
Gm13280	2	1	0	0
Ifna2	1	3	0	0
Ifnab	0	0	1	0
Klhl9	1894	2592	2777	1498
Gm13271	1	1	0	0
Gm13286	0	0	0	0
Gm13283	0	1	0	0
Gm13289	0	0	0	0
Gm13290	0	0	0	0
Gm13285	0	0	0	0
Gm13272	0	0	0	0
Ifnz	0	0	0	0
Gm13276	0	0	0	0
Gm13277	0	0	0	0
Gm13278	0	0	0	0
Gm13279	0	0	0	0
Gm13275	0	0	0	0
Gm13287	0	0	0	0
Gm13288	0	3	3	0
Ifna7	1	0	0	0
Ifna11	0	2	0	0
Ifna6	1	2	0	0
Ifna5	0	0	0	0
Ifna4	7	10	0	1
Ifna1	2	2	0	0
Ifne	2	5	0	0
Mir31	3	0	0	0
Gm12603	1	0	0	0
Mtap	317	493	366	176
Cdkn2a	521	654	734	368
Cdkn2b	1282	2379	1454	917
Dmrta1	103	135	38	30
Zfp352	2	9	0	0
Gm12633	4	16	1	0
Elavl2	40	62	18	11
Izumo3	1	2	0	0
Tusc1	509	686	474	211
5830433M19Rik	673	1005	1224	766
Plaa	1723	2402	2635	1480
Gm12657	7	1	25	2
Ift74	319	460	333	180
Lrrc19	19	19	1	0
Mir872	0	0	0	0
Tek	227	378	335	212
4930579C15Rik	20	29	16	9
Mysm1	1035	1159	1358	624
Jun	18275	25259	19725	9715
Fggy	69	125	74	102
9530080O11Rik	47	72	80	47
Hook1	2772	3516	4114	2141
Cyp2j13	287	519	217	160
Cyp2j12	28	42	0	1
Cyp2j11	10	19	0	0
Cyp2j8	5	9	1	1
Cyp2j6	279	497	239	182
Cyp2j9	70	137	47	47
Cyp2j5	12	29	0	0
Gm12695	12	14	0	0
E130114P18Rik	20	14	17	5
Nfia	1272	1615	2295	1284
Tm2d1	366	497	556	292
Inadl	2699	3982	4122	2527
L1td1	89	113	3	1
Kank4	207	337	6	5
A730085A09Rik	34	78	2	0
Usp1	894	1147	1056	625
Dock7	2821	4205	2965	1847
Angptl3	49	112	39	40
Atg4c	303	447	342	205
Foxd3	532	1109	1508	933
Alg6	1428	1930	2982	1612
Itgb3bp	181	197	234	111
Efcab7	104	145	169	85
Pgm2	1866	2764	4574	4297
Ror1	358	384	1060	443
Ube2u	9	18	3	2
Cachd1	902	1327	1651	1667
Raver2	1450	2308	4333	3235
Jak1	11813	12657	17204	8885
E130102H24Rik	82	128	146	108
Mir101a	0	0	0	0
0610043K17Rik	36	48	32	16
Ak4	367	589	374	253
Dnajc6	4696	6372	7295	4015
Leprot	1293	2023	1819	1012
Lepr	42	56	5	3
B020004J07Rik	2	3	0	0
Gm12794	9	6	0	0
Gm12789	0	0	0	0
Pde4b	6734	6803	14885	7031
Sgip1	34	39	9	5
Gm12709	2	2	0	0
Tctex1d1	5	4	3	0
BB031773	11	6	6	0
Insl5	11	22	4	0
Wdr78	160	261	179	89
Mier1	1090	1330	1383	693
Slc35d1	271	380	382	179
4921539E11Rik	1	3	0	0
4930456L15Rik	1	3	0	0
Oma1	1471	2043	4217	2202
LOC622167	8	11	2	1
Dab1	240	344	235	135
C8b	94	171	34	39
C8a	72	108	9	13
1700024P16Rik	153	199	281	119
Prkaa2	455	776	439	230
Ppap2b	1271	2276	2073	1570
Usp24	3297	4511	4890	2605
Pcsk9	474	687	469	345
Bsnd	110	134	8	5
Dhcr24	3938	6998	12913	9111
BC055111	11	9	13	9
Ttc22	376	1020	512	390
Pars2	49	116	66	74
Ttc4	729	1305	1090	792
Heatr8	319	566	51	36
Fam151a	73	131	5	0
Acot11	637	1182	864	600
Ssbp3	1817	2505	2663	1483
Mrpl37	1213	1753	1703	1008
Cyb5rl	271	470	376	230
Cdcp2	91	184	86	115
2210012G02Rik	471	984	661	483
Tmem59	4193	6428	5550	3478
Ldlrad1	27	41	4	1
Lrrc42	19705	28874	30449	19530
Hspb11	1908	2613	5122	2883
Dio1	6773	10978	14308	8472
Yipf1	3042	4857	5402	3295
Tmem48	410	643	388	220
Glis1	72	104	5	3
Dmrtb1	75	83	12	5
Lrp8	2280	3279	1773	1091
Magoh	772	860	1027	567
0610037L13Rik	589	837	798	438
Cpt2	1449	3139	1879	1663
Slc1a7	53	67	29	11
Podn	112	180	5	5
Scp2	975	1493	1175	686
Echdc2	279	471	208	156
Zyg11a	10	27	3	4
Zyg11b	1078	1406	1291	680
2010305A19Rik	202	305	233	124
Fam159a	23	41	0	0
Gpx7	175	231	202	121
Zcchc11	714	982	576	331
Prpf38a	863	1047	1001	615
Orc1	63	61	59	36
Cc2d1b	1393	2118	2120	1296
Zfyve9	245	402	337	166
3110021N24Rik	46	65	91	26
Btf3l4	135	156	160	85
Txndc12	550	929	889	554
Kti12	380	519	454	237
Rab3b	215	402	7	6
8030443G20Rik	5	4	0	0
Nrd1	3797	5952	5219	3141
Mir761	8	10	10	7
Osbpl9	912	1317	895	544
Calr4	132	201	3	0
Eps15	3036	4487	7183	3935
Ttc39a	1363	2222	3699	2240
Rnf11	2616	3136	4898	2300
4930522H14Rik	1	1	2	2
Cdkn2c	415	760	897	675
Faf1	1831	2397	2944	1601
Dmrta2	21	29	14	9
Elavl4	47	63	12	7
Agbl4	14	29	0	1
Bend5	84	100	124	67
Spata6	1207	1667	2028	1087
Slc5a9	984	2371	940	762
Skint8	314	594	467	347
Skint7	1948	3594	3600	2405
Skint1	4567	7099	7495	4584
Skint4	5452	8491	9323	4798
Skint3	901	1726	728	513
Skint9	1199	1936	2515	1531
Skint2	3971	6186	10693	6762
Skint10	6293	7912	11574	6010
Skint6	5	6	3	1
Skint5	5	2	0	1
Skint11	15	16	12	9
Gm12824	194	267	57	22
Gm12830	3	1	0	0
Foxd2	22	51	11	15
9130206I24Rik	18	47	4	2
Foxe3	61	76	0	0
Cmpk1	1011	1442	1418	839
Stil	388	501	297	139
Tal1	267	274	12	6
Pdzk1ip1	204	398	38	54
Cyp4x1	20	23	1	0
Cyp4a29-ps	11	24	0	0
Cyp4a12a	34	48	0	0
Cyp4a12b	9	25	0	1
Cyp4a30b-ps	0	1	0	0
Cyp4a14	27	71	0	0
Cyp4a10	5	17	0	0
Cyp4a31	4	5	0	0
Gm12839	5	6	0	0
Cyp4a32	3	7	0	0
Cyp4b1	45	69	6	1
4732418C07Rik	1777	2959	2921	1761
4930544O15Rik	16	23	24	17
Atpaf1	65	144	114	59
Mob3c	314	483	539	331
Mknk1	1082	1649	2023	1477
Kncn	8	24	1	0
Dmbx1	241	400	6	6
Faah	1341	2483	892	615
Nsun4	776	1203	678	369
Uqcrh	2683	3784	3475	2096
Lrrc41	1261	2068	1708	1010
Rad54l	182	247	194	118
1520402A15Rik	31	38	50	37
Pomgnt1	1011	1492	1251	792
Tspan1	497	1176	185	214
1700042G07Rik	2	7	3	0
Pik3r3	1289	2172	1069	592
Mast2	1668	2537	1906	1153
Ipp	313	479	391	241
Tmem69	137	293	183	145
Gpbp1l1	1161	1638	1674	890
C530005A16Rik	21	48	26	15
Ccdc17	127	323	175	135
Nasp	1883	2217	1983	1146
Akr1a1	8351	12388	10839	6335
AV051173	20	25	11	10
Prdx1	2960	3959	2930	1727
Mmachc	136	228	100	102
Ccdc163	262	474	443	317
Tesk2	147	228	185	112
Toe1	377	525	465	297
Mutyh	74	103	104	77
Hpdl	26	37	13	5
Zswim5	132	252	41	33
Urod	544	799	800	464
Hectd3	1061	1771	1464	1003
Eif2b3	471	666	599	362
Ptch2	109	134	3	1
Btbd19	90	174	45	41
Tctex1d4	12	7	3	1
Plk3	1068	907	450	150
Rps8	1089	1570	1538	1028
Snord38a	6	2	5	2
Snord55	18	22	24	13
Kif2c	400	710	414	437
Gm1661	13	27	4	3
Tmem53	59	134	62	41
Rnf220	1140	1687	1617	934
Eri3	1259	1611	1703	1001
Dmap1	500	840	758	515
Klf17	164	143	6	0
Slc6a9	378	551	555	324
Ccdc24	17	36	23	12
B4galt2	48	36	44	23
Atp6v0b	2985	3730	5211	2774
Dph2	259	479	319	228
Ipo13	558	933	669	453
Artn	11	23	3	5
St3gal3	560	790	1733	928
Kdm4a	2316	3452	5110	2653
Ptprf	3400	6235	3045	2015
Hyi	159	220	273	177
Szt2	1658	2844	1855	1232
Med8	720	1299	1083	729
Elovl1	851	1444	1138	633
Cdc20	661	1158	869	748
Mpl	16	64	8	3
Tie1	95	197	20	0
2610528J11Rik	43	114	56	41
Tmem125	81	129	51	38
Wdr65	46	97	8	9
Ebna1bp2	1371	1786	1835	1040
D4Ertd617e	1	0	2	0
Olfr62	1	0	0	0
Olfr1342	3	9	0	0
Olfr1341	4	3	0	0
Olfr1340	6	20	0	0
Olfr1339	0	1	0	0
Olfr1338	2	2	0	0
Olfr1337	1	4	0	0
Olfr1335	0	1	0	0
Olfr1333	1	0	0	0
Olfr1331	0	0	0	0
Olfr1330	0	1	1	0
Olfr1329	1	0	0	0
Olfr1328	1	6	0	0
Lao1	105	228	2	0
Slc2a1	2484	2358	3392	1541
Zfp691	183	417	315	263
Ermap	277	387	310	204
Ccdc23	229	335	268	154
4930538K18Rik	90	148	341	229
AU022252	466	742	1390	915
Lepre1	543	803	1299	784
Cldn19	89	120	2	0
Ybx1	7152	8392	10337	5210
Ppih	100	106	105	61
Ccdc30	105	210	59	49
Ppcs	230	544	279	251
Zmynd12	43	81	74	59
Rimkla	498	962	967	538
AA415398	101	117	140	134
Foxj3	1856	1888	2892	1239
Guca2a	51	100	21	32
Guca2b	117	315	63	125
Hivep3	1781	2219	3225	1505
Edn2	199	218	31	26
Foxo6	117	137	21	17
Scmh1	328	560	652	413
Slfnl1	11	24	3	3
Ctps	841	1202	942	520
Gm8439	2	1	3	0
Cited4	129	270	44	47
Kcnq4	95	155	6	6
Nfyc	487	618	685	376
Mir30c-1	0	1	1	0
Mir30e	0	0	0	0
Rims3	47	76	18	7
Dem1	177	343	270	299
Zfp69	108	141	122	69
Smap2	2788	3411	4099	2022
Col9a2	1129	1530	1724	870
Zmpste24	1454	2170	1949	1175
Tmco2	1	1	0	1
Rlf	1622	1587	2446	947
Gm12888	24	33	16	6
Gm12886	32	46	2	4
Gm12887	21	21	0	0
9530002B09Rik	3	5	0	0
Ppt1	1692	2612	2304	1409
Cap1	8996	13566	13146	7854
Mfsd2a	537	562	386	144
Mycl1	552	1198	335	343
Trit1	282	355	322	198
Bmp8b	51	85	11	8
Oxct2b	8	11	2	1
Ppie	430	584	620	302
Hpcal4	196	258	49	18
Nt5c1a	18	34	1	0
Heyl	396	877	158	110
Pabpc4	843	963	1122	568
Bmp8a	72	124	24	11
Oxct2a	25	18	3	1
Macf1	15888	20348	26466	13697
D830031N03Rik	253	273	323	131
Ndufs5	0	0	0	0
Akirin1	1626	1934	2686	1139
Rhbdl2	517	815	995	639
Mycbp	531	642	712	340
Rragc	2337	2930	4123	2197
1700057H15Rik	1	0	0	0
4933407E24Rik	0	1	0	0
Pou3f1	129	166	70	61
Utp11l	463	694	671	444
Fhl3	102	133	219	84
Sf3a3	1025	1435	1325	890
Mir697	5	3	0	0
Inpp5b	3140	4732	6625	4063
Mir698	0	0	0	0
